Ewe/V	<I>/mA	
5,6875706E-001	3,020018581723352E-001
5,6975538E-001	3,058938281969619E-001
5,7076317E-001	3,096387680100436E-001
5,7176137E-001	3,131631398446801E-001
5,7273948E-001	3,166205812891829E-001
5,7377481E-001	3,199725101497060E-001
5,7478362E-001	3,229333180744128E-001
5,7575005E-001	3,259524607845066E-001
5,7674509E-001	3,284956850069249E-001
5,7773423E-001	3,313896917084003E-001
5,7879245E-001	3,336699685202920E-001
5,7975668E-001	3,361927477744251E-001
5,8073699E-001	3,383193078457194E-001
5,8174795E-001	3,404539237284601E-001
5,8276206E-001	3,424797727897473E-001
5,8373374E-001	3,440360729656519E-001
5,8477235E-001	3,460543067733033E-001
5,8573341E-001	3,475573053097776E-001
5,8675075E-001	3,493412880611313E-001
5,8774793E-001	3,508118841577499E-001
5,8875781E-001	3,523420515278008E-001
5,8976668E-001	3,538314009976506E-001
5,9078819E-001	3,552034331291338E-001
5,9175587E-001	3,564672000887184E-001
5,9279424E-001	3,580809513808070E-001
5,9380943E-001	3,594294041374075E-001
5,9478015E-001	3,610796184826004E-001
5,9578997E-001	3,624743375897648E-001
5,9676164E-001	3,641927556859126E-001
5,9773344E-001	3,657941384169199E-001
5,9874648E-001	3,677540786074402E-001
5,9977543E-001	3,698568767561756E-001
6,0076845E-001	3,719855493521678E-001
6,0174751E-001	3,744683278716099E-001
6,0278714E-001	3,769531959600219E-001
6,0376096E-001	3,798254134150359E-001
6,0475898E-001	3,826271773359320E-001
6,0575575E-001	3,859703371881960E-001
6,0677153E-001	3,893410241307351E-001
6,0778362E-001	3,929074397162787E-001
6,0875952E-001	3,966412200949363E-001
6,0976207E-001	4,008141993175407E-001
6,1075288E-001	4,051727645116053E-001
6,1177868E-001	4,099676238284218E-001
6,1273122E-001	4,150835257023566E-001
6,1378783E-001	4,200248616048547E-001
6,1475420E-001	4,255673521728416E-001
6,1578429E-001	4,313855629853585E-001
6,1677825E-001	4,375907495246175E-001
6,1776376E-001	4,440718491027411E-001
6,1874092E-001	4,507924767088687E-001
6,1976027E-001	4,580007969167346E-001
6,2074888E-001	4,653082052646980E-001
6,2172067E-001	4,728560747405571E-001
6,2274110E-001	4,806407836145494E-001
6,2375736E-001	4,893813561817080E-001
6,2474191E-001	4,980974670313731E-001
6,2573159E-001	5,072985890906417E-001
6,2674153E-001	5,167083179329004E-001
6,2775350E-001	5,268900484699852E-001
6,2873161E-001	5,370850017856066E-001
6,2972242E-001	5,479904578876198E-001
6,3076514E-001	5,589471904565126E-001
6,3176459E-001	5,708150149160858E-001
6,3278913E-001	5,826115770127061E-001
6,3375348E-001	5,952721675203208E-001
6,3476652E-001	6,077895324356213E-001
6,3573939E-001	6,219034230171840E-001
6,3677573E-001	6,353925941237470E-001
6,3774002E-001	6,503475758409687E-001
6,3878495E-001	6,650077746568601E-001
6,3974822E-001	6,810597748983489E-001
6,4074957E-001	6,972911235477257E-001
6,4178813E-001	7,141140504885879E-001
6,4279383E-001	7,312945471126255E-001
6,4374852E-001	7,498829753566802E-001
6,4473295E-001	7,676334167765138E-001
6,4575130E-001	7,877116133902291E-001
6,4677930E-001	8,072743873848927E-001
6,4771914E-001	8,279365246308754E-001
6,4873964E-001	8,496934159863709E-001
6,4971989E-001	8,710773376042589E-001
6,5074462E-001	8,947516922118801E-001
6,5173751E-001	9,180888729740158E-001
6,5274531E-001	9,430263263179732E-001
6,5372229E-001	9,674437839005634E-001
6,5477359E-001	9,941190147092449E-001
6,5576547E-001	1,020086401579330E+000
6,5678805E-001	1,048382985830110E+000
6,5781277E-001	1,078999402153555E+000
6,5886217E-001	1,111971113148524E+000
6,5986538E-001	1,142047082805643E+000
6,6086262E-001	1,174199320468841E+000
6,6183227E-001	1,207501259968190E+000
6,6285914E-001	1,240357546266718E+000
6,6384363E-001	1,275062070259835E+000
6,6488647E-001	1,310963480000524E+000
6,6584110E-001	1,347903120950236E+000
6,6684359E-001	1,385747707442565E+000
6,6782272E-001	1,425551421517961E+000
6,6884750E-001	1,465403750091120E+000
6,6986483E-001	1,507330388768393E+000
6,7083120E-001	1,550303220613743E+000
6,7186230E-001	1,591962067532833E+000
6,7287970E-001	1,638495048770583E+000
6,7383754E-001	1,683129543349859E+000
6,7484635E-001	1,731912833222459E+000
6,7584670E-001	1,779197747238374E+000
6,7682266E-001	1,829676818736154E+000
6,7787820E-001	1,880830553535578E+000
6,7887223E-001	1,932136793407592E+000
6,7983013E-001	1,985095913211509E+000
6,8083900E-001	2,040769886335269E+000
6,8189240E-001	2,093768282981408E+000
6,8288738E-001	2,154733221124761E+000
6,8383896E-001	2,207933448795705E+000
6,8488181E-001	2,272135718998047E+000
6,8586850E-001	2,331555526570099E+000
6,8683290E-001	2,394459966355472E+000
6,8786687E-001	2,460010782424826E+000
6,8884712E-001	2,521120810877035E+000
6,8982202E-001	2,587737058718060E+000
6,9083929E-001	2,653082918755871E+000
6,9187993E-001	2,725491072315215E+000
6,9286656E-001	2,792258985999493E+000
6,9386899E-001	2,863272500720697E+000
6,9484282E-001	2,932535314438290E+000
6,9589096E-001	3,009759096804643E+000
6,9687432E-001	3,083453603967378E+000
6,9789690E-001	3,159421376326463E+000
6,9883043E-001	3,237730251147910E+000
6,9984865E-001	3,309177976188749E+000
7,0084709E-001	3,393547871283133E+000
7,0185483E-001	3,474344649992034E+000
7,0289755E-001	3,546497911349981E+000
7,0385975E-001	3,629198916543622E+000
7,0483786E-001	3,716249672159588E+000
7,0582229E-001	3,796992018379612E+000
7,0688421E-001	3,891983322849896E+000
7,0785689E-001	3,970504855724435E+000
7,0886689E-001	4,058054483193654E+000
7,0988423E-001	4,148508160089953E+000
7,1086967E-001	4,233192894126285E+000
7,1190715E-001	4,327079151628240E+000
7,1285617E-001	4,413019089582122E+000
7,1381801E-001	4,513404841709642E+000
7,1486044E-001	4,600588749629576E+000
7,1584070E-001	4,699058875407744E+000
7,1686852E-001	4,785134377967474E+000
7,1784037E-001	4,890333318994166E+000
7,1886927E-001	4,978067828650655E+000
7,1987706E-001	5,082387957781094E+000
7,2086155E-001	5,173981804797720E+000
7,2184390E-001	5,280129078159007E+000
7,2285473E-001	5,384785110143582E+000
7,2384346E-001	5,473684323111091E+000
7,2485334E-001	5,587193253562049E+000
7,2584945E-001	5,679146038870968E+000
7,2684211E-001	5,793244733970674E+000
7,2784698E-001	5,886981811585613E+000
7,2878903E-001	6,016092599891209E+000
7,2984552E-001	6,104458588422546E+000
7,3087144E-001	6,224861993743737E+000
7,3185796E-001	6,309133978928019E+000
7,3289651E-001	6,425926945174325E+000
7,3381406E-001	6,528309701994701E+000
7,3484945E-001	6,628126629896454E+000
7,3586255E-001	6,754566299739601E+000
7,3684490E-001	6,846461536865405E+000
7,3781657E-001	6,978663488918436E+000
7,3883283E-001	7,085374204885412E+000
7,3985648E-001	7,201176866517272E+000
